accuracy,loss,val_accuracy,val_loss,learning_rate
0.24727028608322144,2.4476959705352783,0.1705842912197113,3.5652871131896973,9.999999747378752e-05
0.31698304414749146,2.097546100616455,0.25587642192840576,2.5356287956237793,9.999999747378752e-05
0.337476909160614,1.9457263946533203,0.27736735343933105,2.3221628665924072,9.999999747378752e-05
0.36284226179122925,1.8185350894927979,0.28206849098205566,2.0819714069366455,9.999999747378752e-05
0.3836720883846283,1.7221970558166504,0.32975152134895325,1.9658150672912598,9.999999747378752e-05
0.3910633325576782,1.6793324947357178,0.38146406412124634,1.7428416013717651,9.999999747378752e-05
0.40299010276794434,1.6230846643447876,0.3666890561580658,1.7804864645004272,9.999999747378752e-05
0.42096421122550964,1.5746400356292725,0.3848220407962799,1.6968368291854858,9.999999747378752e-05
0.43557870388031006,1.5188300609588623,0.3586299419403076,1.7749505043029785,9.999999747378752e-05
0.45271292328834534,1.4858336448669434,0.38683679699897766,1.7529062032699585,9.999999747378752e-05
0.46766337752342224,1.4248837232589722,0.4056413769721985,1.6895973682403564,9.999999747378752e-05
0.47606247663497925,1.4192824363708496,0.45198118686676025,1.4892443418502808,9.999999747378752e-05
0.4821098744869232,1.3692724704742432,0.42041638493537903,1.712904453277588,9.999999747378752e-05
0.4965563714504242,1.33181631565094,0.47280052304267883,1.3755178451538086,9.999999747378752e-05
0.5091550350189209,1.3008153438568115,0.4506380259990692,1.4505037069320679,9.999999747378752e-05
0.5246094465255737,1.2656793594360352,0.4573539197444916,1.4337406158447266,9.999999747378752e-05
0.5192340016365051,1.2645024061203003,0.507723331451416,1.3330453634262085,9.999999747378752e-05
0.5409037470817566,1.216789960861206,0.46138349175453186,1.5515893697738647,9.999999747378752e-05
0.5541743636131287,1.1916424036026,0.4539959728717804,1.6545356512069702,9.999999747378752e-05
0.5571980476379395,1.1598739624023438,0.5104096531867981,1.3522100448608398,9.999999747378752e-05
0.5674449801445007,1.1231526136398315,0.4506380259990692,1.5504989624023438,9.999999747378752e-05
0.5857551097869873,1.096666932106018,0.5110812783241272,1.3003020286560059,9.999999747378752e-05
0.5951620936393738,1.062889575958252,0.4184015989303589,1.6957190036773682,9.999999747378752e-05
0.5941541790962219,1.0623704195022583,0.5641369819641113,1.2029403448104858,9.999999747378752e-05
0.5995296239852905,1.047149419784546,0.40765613317489624,1.7917882204055786,9.999999747378752e-05
0.6193515658378601,0.9997668266296387,0.507723331451416,1.4400593042373657,9.999999747378752e-05
0.6269108057022095,0.9851833581924438,0.5768972635269165,1.1351298093795776,9.999999747378752e-05
0.6371577382087708,0.9629256725311279,0.5674949884414673,1.2641440629959106,9.999999747378752e-05
0.6485805511474609,0.9143686294555664,0.5627938508987427,1.2447842359542847,9.999999747378752e-05
0.6564757227897644,0.8974944949150085,0.6024177074432373,1.1071510314941406,9.999999747378752e-05
0.6838569045066833,0.845259964466095,0.4895903170108795,1.505034327507019,9.999999747378752e-05
0.6789853572845459,0.8340867161750793,0.5721961259841919,1.2557765245437622,9.999999747378752e-05
0.6944397687911987,0.8069660663604736,0.5211551189422607,1.2728071212768555,9.999999747378752e-05
0.705358624458313,0.7702186703681946,0.5319005846977234,1.4168680906295776,9.999999747378752e-05
0.7312279343605042,0.7294498682022095,0.6010745763778687,1.1077755689620972,9.999999747378752e-05
0.7540735602378845,0.657101035118103,0.5775688290596008,1.2911511659622192,4.999999873689376e-05
0.7510498762130737,0.6395775675773621,0.5849563479423523,1.2801978588104248,4.999999873689376e-05
0.7708718180656433,0.6081522703170776,0.5862995386123657,1.2719073295593262,4.999999873689376e-05
0.7836384773254395,0.5869815349578857,0.6111484169960022,1.164694905281067,4.999999873689376e-05
0.7947253584861755,0.5638619661331177,0.5950302481651306,1.288580298423767,4.999999873689376e-05
0.7942214012145996,0.5498266816139221,0.6265950202941895,1.1182578802108765,2.499999936844688e-05
0.8069880604743958,0.5178373456001282,0.6265950202941895,1.118302583694458,2.499999936844688e-05
0.8192508220672607,0.48667609691619873,0.6044325232505798,1.256432056427002,2.499999936844688e-05
0.8224424719810486,0.4841187298297882,0.6339825391769409,1.124157190322876,2.499999936844688e-05
0.8264740705490112,0.4776453375816345,0.6198791265487671,1.2086470127105713,2.499999936844688e-05
0.8363850116729736,0.4608692228794098,0.6239086389541626,1.1740673780441284,1.249999968422344e-05
0.8204267024993896,0.47253480553627014,0.6239086389541626,1.172607421875,1.249999968422344e-05
0.8355451226234436,0.4433566629886627,0.6239086389541626,1.1512646675109863,1.249999968422344e-05
0.8436082601547241,0.42930153012275696,0.6299529671669006,1.1814364194869995,1.249999968422344e-05
0.8424323797225952,0.4249037206172943,0.6165211796760559,1.2332687377929688,1.249999968422344e-05
0.8484797477722168,0.4217170774936676,0.6185359358787537,1.215360164642334,6.24999984211172e-06
0.8479757905006409,0.41415145993232727,0.6265950202941895,1.1681722402572632,6.24999984211172e-06
0.8484797477722168,0.40722572803497314,0.6272666454315186,1.1731305122375488,6.24999984211172e-06
0.859398603439331,0.4032241702079773,0.625251829624176,1.178167700767517,6.24999984211172e-06
0.8620863556861877,0.3926587402820587,0.6212223172187805,1.200875997543335,6.24999984211172e-06
0.859062671661377,0.395473450422287,0.6232370734214783,1.200264573097229,3.12499992105586e-06
0.8437762260437012,0.4229000508785248,0.6239086389541626,1.1831337213516235,3.12499992105586e-06
0.8597345948219299,0.38748660683631897,0.6239086389541626,1.2023123502731323,3.12499992105586e-06
0.8545271158218384,0.39798498153686523,0.6265950202941895,1.205551266670227,3.12499992105586e-06
